Date,Close/Last,Volume,Open,High,Low
01/21/2021,$19.52,101186,$20.15,$20.15,$19.45
01/20/2021,$20.175,11404,$20.28,$20.28,$20.15
01/19/2021,$20.3,7622,$20.33,$20.33,$19.82
01/15/2021,$20.18,7283,$20.01,$20.48,$19.78
01/14/2021,$20.67,9157,$20.01,$20.728,$20.01
01/13/2021,$20.3,9256,$20.35,$20.4,$20
01/12/2021,$20.29,7953,$20.47,$20.6077,$20.05
01/11/2021,$19.75,9030,$19.23,$19.96,$19.23
01/08/2021,$19.975,7830,$19.975,$20.0738,$19.811
01/07/2021,$19.77,13618,$19.97,$20.3082,$19.74
01/06/2021,$20.065,127552,$19.5,$20.21,$19.5
01/05/2021,$18.95,72986,$18.22,$19.135,$18.22
01/04/2021,$17.54,10877,$17.83,$18,$17.48
12/31/2020,$17.54,6987,$17.88,$18,$17.45
12/30/2020,$17.88,21201,$17.94,$18.1517,$17.71
12/29/2020,$18.06,15924,$18.31,$18.31,$17.88
12/28/2020,$17.9,8935,$17.75,$18.19,$17.64
12/24/2020,$17.91,8362,$17.875,$18.14,$17.67
12/23/2020,$17.93,4522,$18.01,$18.21,$17.71
12/22/2020,$17.545,10545,$17.36,$17.65,$17.26
12/21/2020,$17.65,18075,$17.16,$18.06,$17.16
12/18/2020,$18.625,4665,$18.87,$18.89,$18.55
12/17/2020,$18.865,38791,$18.87,$19.0805,$18.585
12/16/2020,$18.675,6144,$18.65,$18.8227,$18.5
12/15/2020,$18.43,6099,$18.05,$18.642,$18.05
12/14/2020,$18.23,10166,$18.32,$18.62,$17.94
12/11/2020,$18.38,13775,$18.787,$18.95,$18.25
12/10/2020,$19.05,27457,$18.8147,$19.2,$18.57
12/09/2020,$18.4756,13460,$19,$19,$18.4756
12/08/2020,$18.56,12399,$18.29,$18.73,$18.29
12/07/2020,$18.38,26568,$19.02,$19.02,$18.38
12/04/2020,$18.94,24054,$18.585,$19.12,$18.585
12/03/2020,$18.2,12540,$17.96,$18.42,$17.96
12/02/2020,$17.82,10888,$17.45,$18.3,$17.45
12/01/2020,$17.295,5662,$17.29,$17.65,$17.195
11/30/2020,$16.81,98243,$17.92,$17.92,$16.81
11/27/2020,$17.67,11945,$17.95,$18,$17.67
11/25/2020,$17.975,22907,$18.21,$18.25,$17.81
11/24/2020,$18.21,56195,$18.1,$18.35,$18.1
11/23/2020,$17.36,70781,$16.99,$17.4,$16.99
11/20/2020,$16.5224,18376,$16.38,$16.77,$16.38
11/19/2020,$16.17,11472,$16.39,$16.39,$16.11
11/18/2020,$16.435,5777,$16.63,$16.83,$16.435
11/17/2020,$16.5,230482,$16.46,$16.78,$16.19
11/16/2020,$16.3928,299835,$16.14,$16.45,$16.11
11/13/2020,$15.27,6750,$15.12,$15.5237,$15.12
11/12/2020,$15.195,16340,$15.47,$15.47,$15.14
11/11/2020,$15.55,138364,$16.09,$16.09,$15.55
11/10/2020,$15.6,67504,$15.39,$15.65,$15.39
11/09/2020,$14.99,38179,$14.94,$15.24,$14.73
11/06/2020,$13.3,22859,$13.33,$13.43,$13.15
11/05/2020,$13.22,9159,$13.2,$13.6077,$13.17
11/04/2020,$13.2855,14515,$13,$13.395,$13
11/03/2020,$13.39,17960,$13.36,$13.55,$13.1
11/02/2020,$13.15,26567,$12.9,$13.2,$12.81
10/30/2020,$12.61,461630,$12.46,$12.6272,$12.31
10/29/2020,$11.96,834953,$11.93,$12.2525,$11.64
10/28/2020,$11.58,271851,$11.72,$11.72,$11.4
10/27/2020,$11.9896,7586,$12.035,$12.11,$11.98
10/26/2020,$12.285,31606,$12.4,$12.4281,$12.15
10/23/2020,$12.54,12675,$12.69,$12.9588,$12.535
10/22/2020,$12.54,141330,$12.185,$12.5798,$12.05
10/21/2020,$12.24,2460,$12.33,$12.47,$12.24
10/20/2020,$12.45,154295,$12.4,$12.67,$12.4
10/19/2020,$12.45,17508,$12.555,$12.6,$12.45
10/16/2020,$12.47,5439,$12.45,$12.55,$12.31
10/15/2020,$12.507,27479,$12.38,$12.507,$12.19
10/14/2020,$12.84,12338,$12.61,$12.93,$12.61
10/13/2020,$12.85,2596,$12.945,$13.1,$12.65
10/12/2020,$12.93,12390,$13.18,$13.18,$12.78
10/09/2020,$13.25,164604,$13.42,$13.42,$13.156
10/08/2020,$13.05,100546,$12.85,$13.13,$12.7
10/07/2020,$12.5,170310,$12.5,$12.6,$12.41
10/06/2020,$12.5,17444,$12.76,$13.005,$12.5
10/05/2020,$12.55,23108,$12.57,$12.62,$12.24
10/02/2020,$12.15,93262,$11.92,$12.355,$11.7
10/01/2020,$11.975,41736,$12.07,$12.31,$11.922
09/30/2020,$12.49,36296,$12.52,$12.8,$12.4
09/29/2020,$12.6,109579,$12.99,$12.99,$12.54
09/28/2020,$12.8,98975,$12.896,$13.1687,$12.8
09/25/2020,$12.86,141864,$12.897,$12.93,$12.68
09/24/2020,$13.15,9329,$13,$13.202,$12.8892
09/23/2020,$13,23574,$13.435,$13.4725,$13
09/22/2020,$13.15,14941,$13.17,$13.4,$13.0676
09/21/2020,$12.95,64617,$13.19,$13.19,$12.82
09/18/2020,$13.4,27397,$13.36,$13.62,$13.36
09/17/2020,$13.65,16308,$13.87,$13.87,$13.52
09/16/2020,$13.9568,8207,$13.95,$14.05,$13.63
09/15/2020,$13.95,10400,$13.965,$14,$13.76
09/14/2020,$13.82,15395,$13.8,$13.9676,$13.64
09/11/2020,$13.835,8023,$13.94,$14.0341,$13.8
09/10/2020,$13.8,12876,$14.46,$14.46,$13.8
09/09/2020,$14.24,53242,$14.16,$14.34,$14.12
09/08/2020,$13.85,231506,$14.18,$14.18,$13.78
09/04/2020,$14.44,56682,$14.33,$14.44,$14.16
09/03/2020,$14.3,133730,$14.52,$14.6,$14.19
09/02/2020,$14.27,155214,$14.35,$14.5,$14.19
09/01/2020,$14.3364,20244,$14.3,$14.58,$14.26
08/31/2020,$14.7325,13384,$15.005,$15.05,$14.67
08/28/2020,$14.9,39831,$14.75,$15.29,$14.72
08/27/2020,$14.74,143541,$14.76,$14.9487,$14.68
08/26/2020,$14.94,12282,$15,$15,$14.75
08/25/2020,$14.845,9105,$15.39,$15.39,$14.75
08/24/2020,$15.16,24956,$14.91,$15.21,$14.888
08/21/2020,$14.71,56701,$14.71,$14.78,$14.56
08/20/2020,$14.8,11895,$14.94,$15.104,$14.8
08/19/2020,$15,128634,$14.97,$15.28,$14.97
08/18/2020,$15.2,7894,$15.365,$15.37,$15.075
08/17/2020,$15.295,276405,$15.22,$15.5,$15.22
08/14/2020,$15.49,9435,$15.49,$15.5905,$15.22
08/13/2020,$15.725,7964,$15.9,$16.1252,$15.5
08/12/2020,$16.04,3244,$16.16,$16.36,$16.04
08/11/2020,$15.83,11596,$16.03,$16.17,$15.81
08/10/2020,$15.65,21288,$15.3,$15.65,$15.3
08/07/2020,$15.28,12335,$15.135,$15.28,$15.05
08/06/2020,$15.36,29127,$15.59,$15.59,$15.28
08/05/2020,$15.495,28272,$15.795,$15.98,$15.48
08/04/2020,$15.35,32683,$15.09,$15.56,$15.09
08/03/2020,$15,17774,$14.7,$15.099,$14.7
07/31/2020,$14.89,44237,$15.41,$15.41,$14.7
07/30/2020,$15.345,24320,$15.84,$15.84,$15
07/29/2020,$15.98,3695,$16.1274,$16.1274,$15.88
07/28/2020,$15.99,16791,$15.83,$16.14,$15.83
07/27/2020,$16.055,16421,$15.86,$16.16,$15.82
07/24/2020,$16.11,33411,$16.17,$16.3161,$15.9
07/23/2020,$16.07,23616,$15.92,$16.25,$15.9
07/22/2020,$16.036,159760,$16.41,$16.41,$15.91
07/21/2020,$16.457,12114,$16.09,$16.73,$16.09
07/20/2020,$16.015,9608,$16.2,$16.31,$15.916
07/17/2020,$16.24,2285,$16.445,$16.4668,$16.24
07/16/2020,$16.37,5571,$16.41,$16.7914,$16.37
07/15/2020,$16.64,216488,$16.65,$16.85,$16.59
07/14/2020,$16.46,208636,$16,$16.88,$16
07/13/2020,$15.91,12865,$16.01,$16.2365,$15.91
07/10/2020,$15.7,4521,$15.6,$15.93,$15.6
07/09/2020,$15.585,11721,$15.91,$16.23,$15.55
07/08/2020,$16.06,5789,$15.93,$16.28,$15.93
07/07/2020,$15.93,21642,$16.27,$16.5,$15.93
07/06/2020,$16.47,18145,$16.44,$16.7893,$16.27
07/02/2020,$16.12,7569,$16.26,$16.6992,$16.12
07/01/2020,$16.255,18142,$16.2,$16.4931,$16.135
06/30/2020,$16.24,25777,$16.3,$16.3,$15.8
06/29/2020,$16.35,4160,$16.87,$16.87,$16.35
06/26/2020,$16.26,39819,$16.19,$16.76,$16.19
06/25/2020,$16.86,36005,$15.94,$16.86,$15.94
06/24/2020,$16.49,1305099,$17,$17.06,$16.49
06/23/2020,$17.1365,435041,$17.38,$17.6,$17
06/22/2020,$17.02,881191,$17.075,$17.2,$16.805
06/19/2020,$16.82,338951,$17.44,$17.44,$16.8
06/18/2020,$17.063,922885,$17,$17.2335,$16.79
06/17/2020,$17.18,260218,$16.72,$17.45,$16.72
06/16/2020,$17.57,123813,$17.52,$17.89,$17.04
06/15/2020,$17.15,85909,$16.85,$17.35,$16.35
06/12/2020,$17.13,226944,$16.7,$17.5,$16.7
06/11/2020,$16.75,122737,$16.85,$17.45,$16.55
06/10/2020,$18.06,13769,$18.67,$18.67,$17.8
06/09/2020,$18.7,159301,$18.94,$18.94,$18.25
06/08/2020,$19.6,91551,$19.79,$19.79,$19
06/05/2020,$18.82,198091,$18.27,$19.05,$18.27
06/04/2020,$17.66,42512,$17.8,$17.91,$17.45
06/03/2020,$17.63,338400,$17.72,$17.79,$17.25
06/02/2020,$16.92,202592,$16.7,$17,$16.62
06/01/2020,$16.4,105872,$16.22,$16.54,$15.65
05/29/2020,$15.8,93516,$16.07,$16.07,$15.65
05/28/2020,$16.37,94034,$16.745,$16.745,$16.1969
05/27/2020,$16.31,82586,$16.55,$16.86,$16.15
05/26/2020,$16.4,85011,$16.35,$16.6099,$16.1
05/22/2020,$16.16,248306,$16,$16.216,$15.818
05/21/2020,$16.46,263784,$16.67,$16.67,$16.1
05/20/2020,$16.31,117843,$16.54,$16.67,$16.2116
05/19/2020,$16.08,108968,$16.63,$16.63,$16.006
05/18/2020,$16.35,231985,$15.88,$16.49,$15.58
05/15/2020,$15.31,50976,$15.29,$15.37,$15
05/14/2020,$15.095,43827,$14.84,$15.1328,$14.59
05/13/2020,$15.75,81667,$16.05,$16.09,$15.3
05/12/2020,$16.26,40669,$15.95,$16.89,$15.95
05/11/2020,$16.41,227363,$16.75,$16.8,$16.25
05/08/2020,$16.8,134154,$16.66,$16.99,$16.43
05/07/2020,$16.47,31752,$16.06,$16.75,$16.05
05/06/2020,$16.085,11469,$16.7,$16.7,$15.97
05/05/2020,$16.54,122319,$16.67,$17.29,$16.45
05/04/2020,$16.29,192394,$15.835,$16.29,$15.6
05/01/2020,$15.775,205502,$16.5,$16.5,$15.46
04/30/2020,$16.65,1182560,$17.5,$17.5,$16.41
04/29/2020,$19,21991,$18.07,$19,$18.07
04/28/2020,$18.05,417575,$18.19,$18.24,$17.7
04/27/2020,$17.7,24329,$17.49,$18.2,$16.57
04/24/2020,$17.44,20906,$17.9,$17.99,$17.1048
04/23/2020,$17.8,193989,$17.71,$19,$17.25
04/22/2020,$17.42,172935,$17.38,$17.52,$17
04/21/2020,$16.5,226002,$16.29,$16.59,$16.01
04/20/2020,$16.75,45934,$16.57,$17.34,$16.57
04/17/2020,$17.35,572938,$17.24,$17.61,$16.7
04/16/2020,$16.31,130384,$16.21,$16.85,$16.114
04/15/2020,$17.25,34494,$17.63,$17.63,$16.5
04/14/2020,$18.45,71236,$18.65,$19,$18.1
04/13/2020,$18.74,23052,$19.05,$19.75,$18.65
04/09/2020,$18.95,67050,$19.03,$19.55,$18.95
04/08/2020,$19.03,31882,$18.84,$19.03,$18.18
04/07/2020,$18.85,42236,$19.31,$19.44,$18.51
04/06/2020,$18.276,123858,$18.94,$18.94,$17.92
