Date,Close/Last,Volume,Open,High,Low
02/02/2021,$45.63,31940400,$45.81,$46.9861,$45.2805
02/01/2021,$44.92,24412390,$45.58,$45.58,$44.29
01/29/2021,$44.84,38961080,$45.55,$46.04,$44.51
01/28/2021,$46.06,24967250,$45.94,$46.59,$45.69
01/27/2021,$45.35,32410350,$45,$46.66,$44.53
01/26/2021,$45.87,23976790,$47.26,$47.86,$45.85
01/25/2021,$46.9,26395840,$46.9,$47.05,$46.16
01/22/2021,$47.43,23264840,$47.01,$47.64,$46.64
01/21/2021,$48.11,29058600,$49.33,$49.39,$47.68
01/20/2021,$49.53,22342400,$49.11,$49.74,$48.9907
01/19/2021,$48.84,24932590,$48.45,$49.44,$48.35
01/15/2021,$47.89,42411260,$48.91,$49.08,$47.29
01/14/2021,$50.31,35474760,$48.5,$51.08,$48.5
01/13/2021,$48.42,29000270,$48.53,$48.71,$47.69
01/12/2021,$47.88,36915070,$47.46,$48.17,$46.91
01/11/2021,$46.84,38290910,$45.04,$47.135,$44.75
01/08/2021,$45.46,28628220,$45.2,$45.82,$44.95
01/07/2021,$44.96,29528120,$45,$45.57,$44.53
01/06/2021,$44.61,36484800,$44.41,$45.1,$43.7
01/05/2021,$43.5,44035140,$41.84,$44.8,$41.83
01/04/2021,$41.5,27764700,$41.45,$42.245,$41
12/31/2020,$41.22,22786480,$41.47,$41.68,$40.97
12/30/2020,$41.6,23807310,$41.33,$42.42,$41.27
12/29/2020,$41.27,20287740,$42.04,$42.12,$41.2
12/28/2020,$41.74,23877550,$41.69,$42.55,$41.52
12/24/2020,$41.6,8039006,$41.65,$41.85,$41.38
12/23/2020,$41.77,19085880,$41.51,$42.39,$41.46
12/22/2020,$41.24,21811970,$41.58,$41.9,$41.23
12/21/2020,$41.95,27869520,$41.11,$42.08,$40.53
12/18/2020,$42.73,46596770,$43.27,$43.7801,$42.42
12/17/2020,$43.48,21204640,$44,$44.04,$43.4
12/16/2020,$43.7,34273030,$43.75,$44.11,$42.96
12/15/2020,$43.04,27239690,$42.44,$43.22,$42.06
12/14/2020,$42.22,30595040,$44.34,$44.46,$42.18
12/11/2020,$43.8,25478810,$43.7,$43.925,$43.21
12/10/2020,$44.01,38058670,$43.2,$44.469,$42.761
12/09/2020,$42.8,37824820,$42.71,$43.73,$42.38
12/08/2020,$42.24,32573850,$40.53,$42.59,$40.44
12/07/2020,$40.9,24899420,$41.42,$41.54,$40.67
12/04/2020,$41.68,28723630,$40.77,$41.76,$40.65
12/03/2020,$40.21,27038940,$40.07,$40.635,$39.73
12/02/2020,$39.94,29369500,$38.39,$40.4184,$38.34
12/01/2020,$38.5,32503110,$38.96,$39.65,$38.47
11/30/2020,$38.13,45614340,$39.8,$39.88,$37.97
11/27/2020,$40.19,14971950,$40.7,$40.94,$39.865
11/25/2020,$40.81,28178170,$41.67,$41.71,$40.65
11/24/2020,$41.98,46979250,$40.51,$42.08,$40.22
11/23/2020,$39.36,29367590,$37.5,$39.43,$37.28
11/20/2020,$36.94,18359570,$37.35,$37.41,$36.78
11/19/2020,$37.4,26954360,$36.86,$37.5,$36.56
11/18/2020,$37.21,31068020,$39.02,$39.125,$37.2
11/17/2020,$38.67,26521080,$37.81,$38.705,$37.38
11/16/2020,$38.16,38596820,$37.59,$38.17,$37.1
11/13/2020,$36.08,29260240,$35.4,$36.25,$35.38
11/12/2020,$35.23,30955270,$35.86,$36.29,$34.87
11/11/2020,$36.48,34124480,$37.09,$37.12,$36.19
11/10/2020,$36.86,49055370,$37.05,$37.43,$35.98
11/09/2020,$36.93,76879370,$36.42,$38.01,$36.06
11/06/2020,$32.78,33985600,$33.1,$33.66,$32.62
11/05/2020,$33.17,30824110,$33.37,$33.92,$33.14
11/04/2020,$33.23,35410060,$33.27,$34.14,$32.53
11/03/2020,$33.41,36772970,$34.49,$34.49,$33.13
11/02/2020,$33.99,40130310,$33.14,$34.455,$32.57
10/30/2020,$32.62,47897920,$32.41,$33.14,$32.01
10/29/2020,$32.97,38622830,$31.41,$33.13,$31.11
10/28/2020,$31.57,42136360,$32.1,$32.38,$31.52
10/27/2020,$32.82,27100740,$33.15,$33.2,$32.7
10/26/2020,$33.35,30888690,$33.61,$33.77,$32.95
10/23/2020,$34.16,27429110,$34.97,$35.08,$33.86
10/22/2020,$34.86,31831450,$33.18,$34.96,$33.02
10/21/2020,$33.16,28619330,$33.51,$33.62,$33.14
10/20/2020,$33.7,23040600,$33.66,$33.93,$33.33
10/19/2020,$33.42,23645850,$34.1,$34.37,$33.39
10/16/2020,$34.1,22636950,$34.37,$34.64,$33.875
10/15/2020,$34.45,23251590,$33.695,$34.46,$33.265
10/14/2020,$34.15,17756490,$34.06,$34.83,$34.03
10/13/2020,$34.22,20995130,$34.73,$34.87,$34.1
10/12/2020,$34.63,17912760,$34.54,$34.73,$34.23
10/09/2020,$34.74,29228620,$35.68,$35.95,$34.65
10/08/2020,$35.26,34413650,$33.88,$35.34,$33.76
10/07/2020,$33.5,23779270,$33.64,$33.74,$33.21
10/06/2020,$33.39,26731760,$34.12,$34.42,$33.31
10/05/2020,$33.74,22965210,$33.32,$33.75,$33.17
10/02/2020,$32.98,32694350,$32.25,$33.35,$32.21
10/01/2020,$33.13,36890240,$33.79,$34.1,$32.94
09/30/2020,$34.33,22223660,$34.64,$34.92,$34.13
09/29/2020,$34.28,20788840,$35,$35.11,$33.99
09/28/2020,$35.31,23396540,$35.14,$35.9,$35.095
09/25/2020,$34.64,23486010,$34,$34.94,$33.88
09/24/2020,$34.32,26796040,$34.4,$34.82,$33.76
09/23/2020,$34.39,31251420,$35.65,$35.79,$34.35
09/22/2020,$35.53,27303220,$36.46,$36.84,$35.47
09/21/2020,$36.43,35351770,$36.43,$36.71,$35.68
09/18/2020,$37.19,46853820,$37.53,$37.8235,$36.7
09/17/2020,$37.8,24696210,$37.35,$37.98,$36.97
09/16/2020,$37.81,30915810,$36.46,$38.15,$36.27
09/15/2020,$36.27,23724210,$36.8,$37.3792,$36.21
09/14/2020,$36.66,26129940,$36.91,$37.01,$36.49
09/11/2020,$36.9,26838560,$37.125,$37.31,$36.49
09/10/2020,$37,34381240,$38.27,$38.37,$36.9
09/09/2020,$37.95,25886150,$38.35,$38.84,$37.92
09/08/2020,$38.18,38496440,$38.25,$38.68,$37.35
09/04/2020,$39.08,24632500,$39.46,$39.79,$38.65
09/03/2020,$39.11,28817180,$39.2,$40.03,$38.88
09/02/2020,$39.19,26413360,$39.23,$39.715,$38.95
09/01/2020,$39.43,22478200,$39.75,$39.75,$39.045
08/31/2020,$39.94,25259610,$40.64,$40.72,$39.895
08/28/2020,$40.69,33477090,$39.84,$40.92,$39.76
08/27/2020,$39.74,32034320,$40,$40.3,$39.305
08/26/2020,$40.01,26794970,$40.64,$40.835,$40
08/25/2020,$40.88,31285580,$41.66,$42.065,$40.7
08/24/2020,$42.22,18208880,$41.28,$42.5078,$41.09
08/21/2020,$41.01,25517740,$41.3,$41.34,$40.71
08/20/2020,$41.32,15678550,$41.69,$41.885,$41.3
08/19/2020,$41.96,14473090,$42.35,$42.655,$41.865
08/18/2020,$42.43,13014040,$42.59,$43.19,$42.29
08/17/2020,$42.64,15554630,$43.17,$43.17,$42.47
08/14/2020,$43.2,13595700,$42.6,$43.28,$42.41
08/13/2020,$43.01,17338690,$43.5,$43.87,$42.92
08/12/2020,$44.09,22508880,$44.46,$44.94,$43.63
08/11/2020,$44.97,28987460,$45.5,$46.42,$44.73
08/10/2020,$44.51,24367750,$43.99,$44.6,$43.595
08/07/2020,$43.44,18757930,$43.23,$43.52,$42.81
08/06/2020,$43.64,14434940,$43.4,$43.9,$43.25
08/05/2020,$43.85,17445780,$44.15,$44.31,$43.53
08/04/2020,$43.47,17724020,$42.34,$43.6,$42.24
08/03/2020,$42.25,23040540,$42.05,$42.5,$41.47
07/31/2020,$42.08,32123000,$41.16,$42.17,$40.91
07/30/2020,$41.87,29901100,$43.13,$43.18,$41.825
07/29/2020,$44.03,14143180,$43.71,$44.09,$43.34
07/28/2020,$43.55,19190500,$43.91,$44.25,$43.46
07/27/2020,$44.07,18547860,$43.23,$44.09,$42.9715
07/24/2020,$43.43,16415310,$43.88,$44.42,$43.1903
07/23/2020,$43.7,17934430,$43.4,$43.82,$43.02
07/22/2020,$43.61,21345400,$44.15,$44.15,$43.37
07/21/2020,$44.65,28833570,$43.15,$45.19,$43.11
07/20/2020,$42.5,18553910,$43.21,$43.51,$42.475
07/17/2020,$43.52,17965090,$44.33,$44.685,$43.39
07/16/2020,$44.28,14673680,$44.31,$44.81,$43.79
07/15/2020,$44.63,17332450,$45.03,$45.0886,$44.21
07/14/2020,$44.07,21444120,$42.53,$44.19,$42.26
07/13/2020,$42.66,20028280,$42.98,$43.287,$42.225
07/10/2020,$42.65,18950980,$41.12,$42.71,$41.1
07/09/2020,$41.36,25881980,$42.9,$43.1,$41.29
07/08/2020,$43.14,18291390,$43.15,$43.93,$42.84
07/07/2020,$43.24,17407630,$43.9,$44,$43.11
07/06/2020,$44.39,22692050,$44.67,$45.08,$43.84
07/02/2020,$44.08,18216590,$44.62,$45.185,$43.93
07/01/2020,$43.71,17290060,$44.49,$45.38,$43.67
06/30/2020,$44.72,22153620,$43.43,$44.97,$43.16
06/29/2020,$44.32,17052130,$43.81,$44.575,$43.54
06/26/2020,$43.62,31518580,$44.88,$44.94,$43.5
06/25/2020,$45.17,19353600,$44.05,$45.24,$43.69
06/24/2020,$44.5,27626940,$45.91,$45.96,$44.25
06/23/2020,$46.7,18916590,$46.9,$47.22,$46.5
06/22/2020,$46.42,17565390,$45.69,$46.44,$45.4
06/19/2020,$45.98,48899940,$48.22,$48.26,$45.98
06/18/2020,$46.92,21478680,$46.11,$47.33,$45.77
06/17/2020,$46.63,19279400,$48,$48.13,$46.6
06/16/2020,$48.2,26203380,$49.57,$49.75,$47.24
06/15/2020,$47.14,27929290,$45.35,$47.76,$44.75
06/12/2020,$47.17,30978120,$48.04,$48.6233,$45.905
06/11/2020,$46.18,39183000,$47.53,$48.84,$46.1
06/10/2020,$50.65,31156790,$53.5,$53.5,$50.6
06/09/2020,$53.52,27276940,$52.88,$53.9699,$52.45
06/08/2020,$54.74,33579420,$54.72,$55.36,$53.46
06/05/2020,$53.08,41328940,$51.65,$53.45,$51.6
06/04/2020,$49.1,18731360,$48.88,$49.145,$48.16
06/03/2020,$49.24,23418050,$48,$49.4,$47.95
06/02/2020,$47.31,22318980,$46.86,$47.45,$46.7474
06/01/2020,$46.28,19038400,$45.32,$46.45,$44.8
05/29/2020,$45.47,25886240,$44.82,$45.69,$44.37
05/28/2020,$45.04,19705890,$46.43,$46.46,$44.93
05/27/2020,$46.24,20788290,$46.66,$47.14,$45.405
05/26/2020,$45.91,20356450,$45.74,$46.3,$45.47
05/22/2020,$44.6,15406400,$44.05,$44.67,$43.45
05/21/2020,$44.56,19130740,$45.44,$45.79,$44.39
05/20/2020,$45.37,19352440,$44.62,$45.58,$44.5701
05/19/2020,$43.94,21771650,$45.55,$46.63,$43.93
05/18/2020,$45.34,32046110,$44.4,$45.58,$44.06
05/15/2020,$42,22445560,$42.38,$43.005,$41.85
05/14/2020,$42.3,24856520,$41.07,$42.55,$40.2
05/13/2020,$41.93,30827910,$43.74,$43.87,$41.6
05/12/2020,$44.12,25439100,$45.42,$45.6699,$44.12
05/11/2020,$45.74,22258030,$46.11,$46.2,$45.51
05/08/2020,$46.18,19998700,$45.31,$46.22,$44.975
05/07/2020,$44.24,22160320,$44.96,$45.27,$43.97
05/06/2020,$43.99,22659020,$44.93,$45.27,$43.9
05/05/2020,$44.83,29276150,$46.26,$47.15,$44.66
05/04/2020,$44.88,27465640,$42.51,$44.94,$42.22
05/01/2020,$43.14,35399320,$45.63,$46.39,$43
04/30/2020,$46.47,37076300,$47.68,$47.68,$45.77
04/29/2020,$47.46,29502520,$46.26,$47.6,$46.16
04/28/2020,$44.97,26545070,$44.37,$45.39,$44.11
04/27/2020,$43.94,28274370,$43.59,$44.32,$42.23
04/24/2020,$43.73,28667000,$44.4,$44.89,$43.13
04/23/2020,$43.45,35270950,$43.13,$44.66,$42.81
04/22/2020,$42.13,27084690,$42.6,$42.93,$41.86
04/21/2020,$40.96,44381590,$40.4,$42.13,$39.63
04/20/2020,$41.18,39260780,$40.75,$42.735,$40.54
04/17/2020,$43.22,40829140,$39.88,$43.32,$39.87
04/16/2020,$39.15,30933970,$40.48,$40.48,$38.93
04/15/2020,$40.48,33125000,$41,$41.06,$39.38
04/14/2020,$42.43,30768970,$43,$43.75,$41.91
04/13/2020,$42.76,29651940,$44.45,$44.69,$41.97
04/09/2020,$43.13,60208060,$45.46,$46.71,$41.74
